Location,Longitude,Latitude
US Georgia Atkinson,-82.8839362,31.3030105
US Georgia Bacon,-82.4442559,31.5555512
US Georgia Baker,-84.4555346,31.3439196
US Georgia Baldwin,-83.5373947,34.4917665
US Georgia Banks,-83.4970026,34.3378598
US Georgia Barrow,-83.6996482,33.9848611
US Georgia Bartow,-84.8406984,34.2394683
US Georgia Ben Hill,-84.5113194,33.6906644
US Georgia Berrien,-83.2443709,31.2561376
US Georgia Bibb,-83.694562,32.8095879
US Georgia Bleckley,-83.3311795,32.4305311
US Georgia Brantley,-81.9943569,31.1928547
US Georgia Brooks,-83.5958387,30.8336559
US Georgia Bryan,-81.4241017,32.0034889
US Georgia Bulloch,-81.744832,32.3846338
US Georgia Burke,-81.9575983,33.0482247
US Georgia Butts,-83.9548161,33.2825083
US Georgia Calhoun,-84.614328,31.5311784
US Georgia Camden,-81.6225075,30.9298212
US Georgia Candler,-82.0930776,32.4146577
US Georgia Carroll,-85.0641272,33.5588005
US Georgia Catoosa,-85.131315,34.8911137
US Georgia Charlton,-82.1185847,30.8775388
US Georgia Chatham,-81.0626008,31.9668887
US Georgia Chattahoochee,-84.7939799,32.3320278
US Georgia Chattooga,-85.3660518,34.4620931
US Georgia Cherokee,-84.4720272,34.2391265
US Georgia Clarke,-83.3557816,33.9458693
US Georgia Clay,-84.9800814,31.5738181
US Georgia Clayton,-84.3591713,33.5204959
US Georgia Clinch,-82.6923467,30.8938781
US Georgia Cobb,-84.5732006,33.9373948
US Georgia Coffee,-82.8405691,31.5301809
US Georgia Colquitt,-83.7696152,31.1803601
US Georgia Columbia,-82.2563979,33.5313102
US Georgia Cook,-83.4331569,31.1455115
US Georgia Coweta,-84.7545734,33.3500656
US Georgia Crawford,-83.9825337,32.7212675
US Georgia Crisp,-83.77777,31.9152265
US Georgia Dade,-85.4998791,34.8722084
US Georgia Dawson,-84.1356771,34.4077085
US Georgia DeKalb,-84.2186508,33.7575613
US Georgia Decatur,-84.296069,33.7737582
US Georgia Dodge,-83.1520134,32.1506514
US Georgia Dooly,-83.8253817,32.1542383
US Georgia Dougherty,-84.1960829,31.5426984
US Georgia Douglas,-84.7622973,33.6995565
US Georgia Early,-84.9350894,31.3466656
US Georgia Echols,-82.9078762,30.6968025
US Georgia Effingham,-81.338687,32.3419626
US Georgia Elbert,-82.8408412,34.1194318
US Georgia Emanuel,-82.2922815,32.6078163
US Georgia Evans,-81.8980725,32.1613648
US Georgia Fannin,-84.2715585,34.8867955
US Georgia Fayette,-84.4953763,33.3899269
US Georgia Floyd,-85.2229248,34.2421984
US Georgia Forsyth,-84.1335644,34.235309
US Georgia Franklin,-83.2156575,34.3678642
US Georgia Fulton,-84.2961283,34.0580391
US Georgia Gilmer,-84.452696,34.6859788
US Georgia Glascock,-82.6112005,33.2168832
US Georgia Glynn,-81.5012681,31.2171726
US Georgia Gordon,-84.8986308,34.5019651
US Georgia Grady,-84.2322943,30.867067
US Georgia Greene,-83.1660939,33.5492988
US Georgia Gwinnett,-84.0227467,33.9566869
US Georgia Habersham,-83.5016755,34.6270741
US Georgia Hall,-83.34362691,32.38019275
US Georgia Hancock,-83.719742,32.859614
US Georgia Haralson,-85.2001291,33.7812701
US Georgia Harris,-84.9104641,32.7251788
US Georgia Hart,-82.9503277,34.3410525
US Georgia Heard,-85.113782,33.2786225
US Georgia Henry,-84.1367771,33.4519942
US Georgia Houston,-83.631394,32.4659752
US Georgia Irwin,-83.2624513,31.5730108
US Georgia Jackson,-83.5753386,34.1282559
US Georgia Jasper,-83.6868559,33.3254635
US Georgia Jeff Davis,-82.6800732,31.774687
US Georgia Jefferson,-82.436141,33.0380388
US Georgia Jenkins,-81.9613566,32.7793141
US Georgia Johnson,-83.9707386,34.1723231
US Georgia Jones,-81.4801073,31.6338288
US Georgia Lamar,-84.1445952,33.0649401
US Georgia Lanier,-83.0768357,31.029016
US Georgia Laurens,-82.9388938,32.4239975
US Georgia Lee,-84.1346212,31.7620158
US Georgia Liberty,-83.1370993,33.421523
US Georgia Lincoln,-82.4508165,33.7876673
US Georgia Long,-83.1137366,32.3293809
US Georgia Lowndes,-83.2718189,30.8849234
US Georgia Lumpkin,-83.9926806,34.5546076
US Georgia Macon,-83.6324022,32.8406946
US Georgia Madison,-83.1817407,34.1307533
US Georgia Marion,-84.5282597,32.3473263
US Georgia McDuffie,-82.4830204,33.4631845
US Georgia McIntosh,-81.3921575,31.4979689
US Georgia Meriwether,-84.6717803,33.0373582
US Georgia Miller,-84.737836,31.1591063
US Georgia Mitchell,-82.7031896,33.2198688
US Georgia Monroe,-83.9044159,33.0142344
US Georgia Montgomery,-82.539273,32.0839135
US Georgia Morgan,-83.5051522,33.5793193
US Georgia Murray,-84.7352262,34.7851861
US Georgia Muscogee,-84.8502167,32.4840651
US Georgia Newton,-83.8446101,33.5715512
US Georgia Oconee,-83.4275918,33.829579
US Georgia Oglethorpe,-83.1049381,33.8702684
US Georgia Paulding,-84.8569161,33.8908526
US Georgia Peach,-81.314437,31.5812
US Georgia Pickens,-84.4682402,34.4630619
US Georgia Pierce,-82.2352189,31.3430068
US Georgia Pike,-95.45315,30.257166
US Georgia Polk,-85.1567475,33.9981581
US Georgia Pulaski,-83.4674404,32.2330518
US Georgia Putnam,-84.4179713,32.2587666
US Georgia Quitman,-85.0154412,31.8769847
US Georgia Rabun,-83.4251357,34.8796123
US Georgia Randolph,-84.7468429,31.7620266
US Georgia Richmond,-82.09207959,33.385076
US Georgia Rockdale,-84.0322064,33.6430283
US Georgia Schley,-84.3175516,32.2478949
US Georgia Screven,-81.6272037,32.7623379
US Georgia Seminole,-84.8789094,30.951849
US Georgia Spalding,-84.2770865,33.2591296
US Georgia Stephens,-83.2976462,34.55119
US Georgia Stewart,-84.8483149,32.0732743
US Georgia Sumter,-84.1862464,32.0485072
US Georgia Talbot,-84.505404,32.6984691
US Georgia Taliaferro,-82.9043661,33.5820382
US Georgia Tattnall,-82.0580692,32.0252793
US Georgia Taylor,-82.454049,31.5438
US Georgia Telfair,-82.9339377,31.9182328
US Georgia Terrell,-84.4410234,31.7615999
US Georgia Thomas,-81.358855,31.816875
US Georgia Tift,-83.51792416,31.45874595
US Georgia Toombs,-83.6726163,34.3906517
US Georgia Towns,-83.7182775,34.8971655
US Georgia Treutlen,-82.5666186,32.396098
US Georgia Troup,-85.0254022,33.0237625
US Georgia Turner,-83.6214408,31.7031592
US Georgia Twiggs,-83.4351636,32.6467914
US Georgia Union,-83.9903969,34.8180274
US Georgia Upson,-84.2904968,32.8641062
US Georgia Walker,-85.3209686,34.7418605
US Georgia Walton,-83.740416,33.762884
US Georgia Ware,-82.4829338,31.1727229
US Georgia Warren,-82.694643,33.4120461
US Georgia Washington,-82.7393089,33.7367948
US Georgia Wayne,-81.9131554,31.5675304
US Georgia Webster,-84.5473105,32.050618
US Georgia Wheeler,-82.7567324,32.112996
US Georgia White,-83.7596041,34.6322605
US Georgia Whitfield,-84.9745026,34.7969288
US Georgia Wilcox,-83.4379708,31.960784
US Georgia Wilkes,-82.7385978,33.7898432
US Georgia Wilkinson,-83.1623561,32.7924994
US Georgia Worth,-83.8712801,31.524179
US Guam ,144.7336264,13.444138
US Hawaii ,-155.4268897,19.58726775
US Hawaii Hawaii,-155.4486983,19.58955475
US Hawaii Honolulu,-157.8556764,21.304547
US Hawaii Kalawao,-156.9666208,21.1965413
US Hawaii Kauai,-159.5587678,22.05046655
US Hawaii Maui,-156.3106833,20.8029568
US Idaho ,-114.0154071,43.6447642
US Idaho Ada,-116.2367421,43.4136539
US Idaho Adams,-116.4572399,44.8677448
US Idaho Bannock,-112.2506044,42.6936188
US Idaho Bear Lake,-111.3198808,42.2172123
US Idaho Benewah,-116.6654616,47.2162961
US Idaho Bingham,-112.3598354,43.1881598
US Idaho Blaine,-113.8808311,43.3336455
US Idaho Boise,-116.200886,43.6166163
US Idaho Bonner,-116.5952716,48.2663565
US Idaho Bonneville,-111.4752257,43.3993844
US Idaho Boundary,-116.4339511,48.7846346
US Idaho Butte,-113.2210324,43.6989304
US Idaho Camas,-114.8070143,43.4064019
US Idaho Canyon,-116.7017144,43.6435692
US Idaho Caribou,-111.6052607,42.780196
US Idaho Cassia,-113.5777087,42.2219306
US Idaho Clark,-112.361997,44.2761996
US Idaho Clearwater,-115.658248,46.7108188
US Idaho Custer,-114.2286662,44.2339362
US Idaho Elmore,-115.5411027,43.3073766
US Idaho Franklin,-111.8203389,42.1093652
US Idaho Fremont,-111.4218314,44.2309391
US Idaho Gem,-116.3846609,44.0123019
US Idaho Gooding,-114.8286924,43.0031041
US Idaho Idaho,-115.5160723,45.7680684
US Idaho Jefferson,-112.3498022,43.8010248
US Idaho Jerome,-114.2867043,42.702266
US Idaho Kootenai,-116.7162916,47.654857
US Idaho Latah,-116.693441,46.8171611
US Idaho Lemhi,-113.852998,44.9321886
US Idaho Lewis,-116.4050453,46.2651949
US Idaho Lincoln,-114.1650584,43.0138672
US Idaho Madison,-111.6304151,43.7740801
US Idaho Minidoka,-113.6059588,42.844092
US Idaho Nez Perce,-116.8072307,46.3959861
US Idaho Oneida,-112.5703083,42.1628627
US Idaho Owyhee,-116.1590085,42.4677336
US Idaho Payette,-116.7651123,44.0374651
US Idaho Power,-116.339606,43.6583904
US Idaho Shoshone,-115.9583164,47.305486
US Idaho Teton,-111.2081469,43.7647107
US Idaho Twin Falls,-114.4603171,42.5704219
US Idaho Valley,-115.5978843,44.7475094
US Idaho Washington,-116.7400859,44.3986887
US Illinois ,-89.4337288,40.0796606
US Illinois Adams,-91.2110065,39.9787786
US Illinois Alexander,-89.3502834,37.1801529
US Illinois Bond,-89.4391416,38.8630331
US Illinois Boone,-88.8235511,42.321246
US Illinois Brown,-90.7485656,39.9498214
US Illinois Bureau,-89.5341179,41.4016294
US Illinois Calhoun,-90.6506113,39.1397507
US Illinois Carroll,-89.9556785,42.0647352
US Illinois Cass,-90.250722,39.9682127
US Illinois Champaign,-88.2433829,40.1164205
US Illinois Christian,-89.2829783,39.5212598
US Illinois Clark,-87.6313182,41.8907568
US Illinois Clay,-88.4910693,38.7340694
US Illinois Clinton,-89.420064,38.5896187
US Illinois Coles,-88.2184999,39.5266741
US Illinois Cook,-87.756525,41.8197385
US Illinois Crawford,-87.7291001,39.0131644
US Illinois Cumberland,-88.2423795,39.2744299
US Illinois De Witt,-88.7861844,40.1811468
US Illinois DeKalb,-88.7713953,41.8903447
US Illinois Douglas,-88.2170516,39.7628415
US Illinois DuPage,-88.0906873,41.8603735
US Illinois Edgar,-87.7340364,39.6714952
US Illinois Edwards,-88.0584362,38.410254
US Illinois Effingham,-88.6029006,39.0520902
US Illinois Fayette,-89.0430211,39.0001282
US Illinois Ford,-88.2552987,40.4980955
US Illinois Franklin,-88.9335327,37.9765409
US Illinois Fulton,-90.1845556,40.4714305
US Illinois Gallatin,-88.2264519,37.7509507
US Illinois Greene,-90.3898985,39.3573664
US Illinois Grundy,-88.4119361,41.2747363
US Illinois Hamilton,-117.396772,47.677472
US Illinois Hancock,-91.1458063,40.3941712
US Illinois Hardin,-88.2675733,37.5137015
US Illinois Henderson,-90.9104547,40.8156124
US Illinois Henry,-90.1177442,41.3418549
US Illinois Iroquois,-87.8309209,40.7351265
US Illinois Jackson,-89.3563845,37.7668943
US Illinois Jasper,-88.1552371,39.0082423
US Illinois Jefferson,-88.9344303,38.3010487
US Illinois Jersey,-90.3303344,39.0848464
US Illinois Jo Daviess,-90.1743742,42.3506664
US Illinois Johnson,-88.8844045,37.4501818
US Illinois Kane,-88.4248315,41.923434
US Illinois Kankakee,-87.848682,41.1253903
US Illinois Kendall,-88.4319488,41.5853584
US Illinois Knox,-90.2202325,40.920889
US Illinois LaSalle,-87.6328404,41.8907334
US Illinois Lake,-95.40229445,43.54701675
US Illinois Lawrence,-87.7194375,38.7108998
US Illinois Lee,-89.2888533,41.7459056
US Illinois Livingston,-88.5631125,40.8682487
US Illinois Logan,-89.3768539,40.1075089
US Illinois Macon,-88.9602376,39.8455208
US Illinois Macoupin,-89.925212,39.2420653
US Illinois Madison,-89.9017112,38.811063
US Illinois Marion,-88.9232112,38.6477381
US Illinois Marshall,-89.2998456,41.0324537
US Illinois Mason,-89.8660433,40.2302271
US Illinois Massac,-88.7163312,37.2177417
US Illinois McDonough,-90.6780272,40.4376858
US Illinois McHenry,-88.4605713,42.3294391
US Illinois McLean,-88.8196613,40.4631789
US Illinois Menard,-89.7858065,40.0166667
US Illinois Mercer,-90.7398717,41.2019729
US Illinois Monroe,-90.1792484,38.2722313
US Illinois Montgomery,-89.5057126,39.2052633
US Illinois Morgan,-90.190335,39.7062265
US Illinois Moultrie,-88.6087498,39.6391442
US Illinois Ogle,-89.3138599,42.0397014
US Illinois Peoria,-89.5891008,40.6938609
US Illinois Perry,-89.3760499,38.0772859
US Illinois Piatt,-88.6072399,39.967291
US Illinois Pike,-88.3142463,42.0480818
US Illinois Pope,-88.5904425,37.3933531
US Illinois Pulaski,-89.1183427,37.2314232
US Illinois Putnam,-89.2676414,41.2025915
US Illinois Randolph,-89.8107962,38.0472916
US Illinois Richland,-88.0949352,38.7060457
US Illinois Rock Island,-90.5766144,41.4411786
US Illinois Saline,-88.5302584,37.750075
US Illinois Sangamon,-89.6454905,39.7623668
US Illinois Schuyler,-90.5697373,40.1370869
US Illinois Scott,-90.4753685,39.6333408
US Illinois Shelby,-88.7886278,39.3665064
US Illinois St. Clair,-89.9324347,38.4616972
US Illinois Stark,-89.8066831,41.0712135
US Illinois Stephenson,-89.6735637,42.3503474
US Illinois Tazewell,-89.5442084,40.5126429
US Illinois Union,-89.2504793,37.4616454
US Illinois Vermilion,-87.7323857,40.1749809
US Illinois Wabash,-87.8460903,38.4615994
US Illinois Warren,-90.6168408,40.8442828
US Illinois Washington,-89.4201902,38.3662806
US Illinois Wayne,-88.4197678,38.4251958
US Illinois White,-88.1577725,38.0632329
US Illinois Whiteside,-89.9214744,41.7612332
US Illinois Will,-87.9994754,41.4194058
US Illinois Williamson,-88.9143385,37.7248502
US Illinois Winnebago,-89.1496574,42.3255276
US Illinois Woodford,-89.2074215,40.8145359
US Indiana ,-86.1746933,40.3270127
US Indiana Adams,-84.9347295,40.7371667
US Indiana Allen,-85.12420239,41.11542505
US Indiana Bartholomew,-85.8204601,39.1914156
US Indiana Benton,-87.3235164,40.6034281
US Indiana Blackford,-85.3305529,40.4692826
US Indiana Boone,-86.4650842,40.0459913
US Indiana Brown,-86.2297004,39.1682855
US Indiana Carroll,-86.5693296,40.5802239
US Indiana Cass,-86.3449159,40.7808235
US Indiana Clark,-87.3945392,41.6113484
US Indiana Clay,-87.1025862,39.3864958
US Indiana Clinton,-86.4692735,40.2992769
US Indiana Crawford,-86.444022,38.304425
US Indiana Daviess,-87.0813484,38.6776099
US Indiana DeKalb,-85.001244,41.3991456
US Indiana Dearborn,-84.9820997,39.1340338
US Indiana Decatur,-85.4943058,39.2862128
US Indiana Delaware,-85.4040612,40.2193275
US Indiana Dubois,-86.8870278,38.3644324
US Indiana Elkhart,-85.8590603,41.6012796
US Indiana Fayette,-85.179378,39.619235
US Indiana Floyd,-85.8996295,38.3176799
US Indiana Fountain,-87.2497418,40.125252
US Indiana Franklin,-86.0549863,39.4806056
US Indiana Fulton,-86.2875206,41.0421416
US Indiana Gibson,-87.5775949,38.3079744
US Indiana Grant,-85.6540606,40.5114735
US Indiana Greene,-86.9958489,39.0227107
US Indiana Hamilton,-86.0498885,40.0749813
US Indiana Hancock,-85.7874738,39.8127873
US Indiana Harrison,-86.1066917,38.1816187
US Indiana Hendricks,-86.1483203,39.6081023
US Indiana Henry,-85.4043542,39.9297608
US Indiana Howard,-86.1350343,40.4787061
US Indiana Huntington,-85.5018494,40.8008286
US Indiana Jackson,-86.0650856,38.9023184
US Indiana Jasper,-87.1066598,41.0321808
US Indiana Jay,-85.0212356,40.4370864
US Indiana Jefferson,-85.4299489,38.8166724
US Indiana Jennings,-85.6359201,38.9957749
US Indiana Johnson,-86.1079903,39.4891804
US Indiana Knox,-87.3811461,38.687009
US Indiana Kosciusko,-85.8529731,41.2351957
US Indiana LaGrange,-85.4216948,41.6372578
US Indiana LaPorte,-86.7225227,41.6105983
US Indiana Lake,-85.83343134,41.76016635
US Indiana Lawrence,-86.4880717,38.8400395
US Indiana Madison,-85.7260804,40.1624531
US Indiana Marion,-85.6591442,40.5583739
US Indiana Marshall,-86.2809625,41.322843
US Indiana Martin,-86.8022436,38.6705579
US Indiana Miami,-86.1059443,40.6144919
US Indiana Monroe,-86.5187646,39.1294237
US Indiana Montgomery,-86.9007083,40.0361447
US Indiana Morgan,-86.4556794,39.4665575
US Indiana Newton,-87.3966953,40.939576
US Indiana Noble,-85.4193348,41.3990708
US Indiana Ohio,-84.9581728,38.9480496
US Indiana Orange,-86.4953216,38.5421361
US Indiana Owen,-86.8508562,39.2984518
US Indiana Parke,-87.2158436,39.7686321
US Indiana Perry,-86.632911,38.0893386
US Indiana Pike,-94.54249259,39.0810404
US Indiana Porter,-87.0741735,41.6156584
US Indiana Posey,-87.8543645,38.0145359
US Indiana Pulaski,-86.6990692,41.031393
US Indiana Putnam,-86.8374032,39.6666195
US Indiana Randolph,-85.011566,40.1560108
US Indiana Ripley,-85.2691784,39.0846316
US Indiana Rush,-85.4731911,39.6220357
US Indiana Scott,-85.7444145,38.6727039
US Indiana Shelby,-85.8190596,39.493485
US Indiana Spencer,-86.9976446,38.0288806
US Indiana St. Joseph,-86.2787334,41.5941578
US Indiana Starke,-86.6457565,41.2753164
US Indiana Steuben,-85.0023642,41.6414101
US Indiana Sullivan,-87.4172644,39.0492722
US Indiana Switzerland,-85.0373975,38.8249258
US Indiana Tippecanoe,-86.114999,41.2089325
US Indiana Tipton,-86.058442,40.2899154
US Indiana Union,-87.4347408,38.4653254
US Indiana Vanderburgh,-87.5806553,38.0461185
US Indiana Vermillion,-87.4635672,39.8763626
US Indiana Vigo,-87.3974269,39.4174652
US Indiana Wabash,-85.7833563,40.8065352
US Indiana Warren,-87.3564255,40.3424546
US Indiana Warrick,-87.2758933,38.0906065
US Indiana Washington,-86.1179768,38.5612578
US Indiana Wayne,-85.0198586,39.8638778
US Indiana Wells,-85.2116102,40.7013353
US Indiana White,-86.8713913,40.7422434
US Indiana Whitley,-85.5035187,41.1238216
US Iowa ,-93.3122705,41.9216734
US Iowa Adair,-94.4953303,41.3127814
US Iowa Adams,-94.6850186,41.0161621
US Iowa Allamakee,-91.3961856,43.2961731
US Iowa Appanoose,-92.8649061,40.7455904
US Iowa Audubon,-94.9106526,41.670205
US Iowa Benton,-92.0776319,42.0599693
US Iowa Black Hawk,-92.3030235,42.4607526
US Iowa Boone,-93.9254114,42.0171798
US Iowa Bremer,-92.3099856,42.7669649
US Iowa Buchanan,-91.8449198,42.4634928
US Iowa Buena Vista,-95.1127525,42.7445814
US Iowa Butler,-92.7819493,42.7336512
US Iowa Calhoun,-94.6332459,42.3808184
US Iowa Carroll,-94.860335,42.0193628
US Iowa Cass,-94.9215151,41.3122834
US Iowa Cedar,-91.1263198,41.7608608
US Iowa Cerro Gordo,-93.2548746,43.0742443
US Iowa Cherokee,-95.6249803,42.7247968
US Iowa Chickasaw,-92.316679,43.05994
US Iowa Clarke,-93.7842976,41.0152092
US Iowa Clay,-95.1407762,43.0809373
US Iowa Clayton,-91.3667151,42.8547706
US Iowa Clinton,-90.5599971,41.9054695
US Iowa Crawford,-95.3811884,42.020579
US Iowa Dallas,-94.0394437,41.6744179
US Iowa Davis,-92.3965311,40.7474784
US Iowa Decatur,-93.7994193,40.7418231
US Iowa Delaware,-91.3621282,42.4663805
US Iowa Des Moines,-93.6037149,41.5910641
US Iowa Dickinson,-95.1654279,43.3753018
US Iowa Dubuque,-90.6647967,42.5006217
US Iowa Emmet,-94.6749933,43.3707528
US Iowa Fayette,-91.850265,42.8420766
US Iowa Floyd,-92.7830539,43.0587894
US Iowa Franklin,-93.2513168,42.7285907
US Iowa Fremont,-95.5924782,40.7345943
US Iowa Greene,-94.4005864,42.0182893
US Iowa Grundy,-92.7808666,42.4132701
US Iowa Guthrie,-94.4985983,41.6721976
US Iowa Hamilton,-93.7083849,42.382945
US Iowa Hancock,-93.7363674,43.0847702
US Iowa Hardin,-93.2293918,42.3840463
US Iowa Harrison,-95.7976315,41.6659155
US Iowa Henry,-91.5511282,40.9778301
US Iowa Howard,-92.3230007,43.3353641
US Iowa Humboldt,-94.1956133,42.7756032
US Iowa Ida,-95.4949407,42.3788371
US Iowa Iowa,-92.0612268,41.683983
US Iowa Jackson,-97.6712497,27.7871109
US Iowa Jasper,-93.0647786,41.6791308
US Iowa Jefferson,-91.9718642,41.0131342
US Iowa Johnson,-91.6061124,41.6861834
US Iowa Jones,-91.1427196,42.1081969
US Iowa Keokuk,-92.1867128,41.3154792
US Iowa Kossuth,-94.209098,43.1825351
US Iowa Lee,-91.507313,40.6524894
US Iowa Linn,-91.6037932,42.0631825
US Iowa Louisa,-91.2683976,41.206668
US Iowa Lucas,-93.3427643,41.0147422
US Iowa Lyon,-96.2081917,43.3747071
US Iowa Madison,-94.0167968,41.3133406
US Iowa Mahaska,-92.6489935,41.314939
US Iowa Marion,-93.1010141,41.3144108
US Iowa Marshall,-92.9915704,42.0378125
US Iowa Mills,-95.6087477,41.0171392
US Iowa Mitchell,-92.8676954,43.321914
US Iowa Monona,-95.9356631,42.0218737
US Iowa Monroe,-93.1018684,41.5222145
US Iowa Montgomery,-95.1753285,41.0166807
US Iowa Muscatine,-91.1210053,41.4776121
US Iowa O'Brien,-95.6277063,43.0755779
US Iowa Osceola,-95.6299944,43.3684613
US Iowa Page,-95.1602396,40.736337
US Iowa Palo Alto,-94.6625047,43.0762829
US Iowa Plymouth,-96.2213607,42.7369124
US Iowa Pocahontas,-94.6477383,42.7262681
US Iowa Polk,-93.5921448,41.6765808
US Iowa Pottawattamie,-95.5331269,41.3115686
US Iowa Poweshiek,-92.5435034,41.6816512
US Iowa Ringgold,-94.2547473,40.7399875
US Iowa Sac,-95.0825306,42.3797854
US Iowa Scott,-90.6164201,41.6251843
US Iowa Shelby,-95.3163623,41.668243
US Iowa Sioux,-96.1602368,43.0574079
US Iowa Story,-93.489194,42.0161612
US Iowa Tama,-92.5433918,42.0568108
US Iowa Taylor,-94.6847413,40.738254
US Iowa Union,-94.2472694,41.015699
US Iowa Van Buren,-91.9689529,40.749202
US Iowa Wapello,-92.4140217,41.0137597
US Iowa Warren,-93.5685324,41.3138645
US Iowa Washington,-91.7340327,41.3160082
US Iowa Wayne,-93.343458,40.7436612
US Iowa Webster,-94.184316,42.4326072
US Iowa Winnebago,-93.7316088,43.3747879
US Iowa Winneshiek,-91.8563139,43.2677179
US Iowa Woodbury,-96.0607187,42.3775361
US Iowa Worth,-93.2658698,43.3696764
US Iowa Wright,-93.7325849,42.7404452
US Kansas ,-98.5821872,38.27312
US Kansas Allen,-95.3170208,37.8882168
US Kansas Anderson,-95.3067461,38.198077
US Kansas Atchison,-95.3326052,39.545816
US Kansas Barber,-98.7033263,37.2113342
US Kansas Barton,-98.776234,38.4683432
US Kansas Bourbon,-94.8679591,37.8485797
US Kansas Brown,-95.5819952,39.824223
US Kansas Butler,-96.8456342,37.77924
US Kansas Chase,-96.6152916,38.2928083
US Kansas Chautauqua,-96.2656966,37.146335
US Kansas Cherokee,-94.8482069,37.1718068
US Kansas Cheyenne,-101.7575491,39.7955799
US Kansas Clark,-99.8133765,37.2045719
US Kansas Clay,-97.1718432,39.3615169
US Kansas Cloud,-97.6705137,39.4850226
US Kansas Coffey,-95.7498925,38.235413
US Kansas Comanche,-99.2958383,37.1960944
US Kansas Cowley,-96.8675685,37.2413155
US Kansas Crawford,-94.8652466,37.503889
US Kansas Decatur,-100.472769,39.7940527
US Kansas Dickinson,-97.1893341,38.8790615
US Kansas Doniphan,-95.1776492,39.7831556
US Kansas Douglas,-95.2874559,38.8838392
US Kansas Edwards,-99.3245584,37.8684743
US Kansas Elk,-96.2528451,37.4619149
US Kansas Ellis,-99.3267086,38.9206744
US Kansas Ellsworth,-98.2149289,38.6942009
US Kansas Finney,-100.8199963,38.0452481
US Kansas Ford,-99.8943146,37.7072469
US Kansas Franklin,-95.3184483,38.5720008
US Kansas Geary,-96.7619968,38.9885445
US Kansas Gove,-100.5073968,38.9030073
US Kansas Graham,-99.8980624,39.34062
US Kansas Grant,-101.3067042,37.553026
US Kansas Gray,-100.4373907,37.7221896
US Kansas Greeley,-101.8185007,38.4570355
US Kansas Greenwood,-96.2471338,37.8709542
US Kansas Hamilton,-101.8141159,38.0058948
US Kansas Harper,-98.0835849,37.1922068
US Kansas Harvey,-97.4486267,38.0352315
US Kansas Haskell,-100.8840421,37.5611249
US Kansas Hodgeman,-99.900952,38.0875979
US Kansas Jackson,-95.8159647,39.4030917
US Kansas Jefferson,-95.391413,39.2405893
US Kansas Jewell,-98.2255146,39.795263
US Kansas Johnson,-94.8389141,38.8837933
US Kansas Kearny,-101.3523356,37.9960049
US Kansas Kingman,-98.122172,37.5420937
US Kansas Kiowa,-99.296556,37.5529578
US Kansas Labette,-95.3103729,37.1899712
US Kansas Lane,-86.3778087,36.4522262
US Kansas Leavenworth,-94.922759,39.3113257
US Kansas Lincoln,-98.2155504,39.0343606
US Kansas Linn,-94.8578272,38.1965927
US Kansas Logan,-101.1552381,38.9058216
US Kansas Lyon,-96.1683124,38.4573987
US Kansas Marion,-97.1305937,38.3734544
US Kansas Marshall,-96.5255661,39.7865054
US Kansas McPherson,-97.6575171,38.3659015
US Kansas Meade,-100.396302,37.2091116
US Kansas Miami,-94.8557402,38.5620514
US Kansas Mitchell,-98.2112629,39.3863019
US Kansas Montgomery,-95.7628341,37.1983948
US Kansas Morris,-96.6707526,38.6908906
US Kansas Morton,-101.8099541,37.1960735
US Kansas Nemaha,-96.0157844,39.7880532
US Kansas Neosho,-95.33166,37.5566345
US Kansas Ness,-99.9586896,38.4713429
US Kansas Norton,-99.9100033,39.7944702
US Kansas Osage,-95.7367738,38.6736049
US Kansas Osborne,-98.7933509,39.3351558
US Kansas Ottawa,-97.6568094,39.1273653
US Kansas Pawnee,-99.240825,38.1858758
US Kansas Phillips,-99.346586,39.7961542
US Kansas Pottawatomie,-96.3414279,39.3928203
US Kansas Pratt,-98.7485305,37.6280602
US Kansas Rawlins,-101.0994722,39.7904797
US Kansas Reno,-98.1055753,37.930344
US Kansas Republic,-97.6580834,39.8266503
US Kansas Rice,-98.2007179,38.3266261
US Kansas Riley,-96.7709339,39.3026347
US Kansas Rooks,-99.3216587,39.3494127
US Kansas Rush,-99.309214,38.5047752
US Kansas Russell,-98.7980433,38.8970508
US Kansas Saline,-97.6669832,38.7704462
US Kansas Scott,-100.9336244,38.4584915
US Kansas Sedgwick,-97.4641388,37.6448148
US Kansas Seward,-100.8928434,37.1850331
US Kansas Shawnee,-95.7627535,39.0273676
US Kansas Sheridan,-100.4576457,39.3530598
US Kansas Sherman,-101.7492408,39.3412127
US Kansas Smith,-98.7935393,39.796749
US Kansas Stafford,-98.718816,38.0350094
US Kansas Stanton,-101.7935648,37.5691072
US Kansas Stevens,-101.3119354,37.1929045
US Kansas Sumner,-97.4792142,37.2435967
US Kansas Thomas,-101.0810229,39.3529613
US Kansas Trego,-99.9130572,38.9289979
US Kansas Wabaunsee,-96.1991241,38.9468399
US Kansas Wallace,-101.7565099,38.9073846
US Kansas Washington,-97.0917391,39.7887478
US Kansas Wichita,-97.3375448,37.6922361
US Kansas Wilson,-95.7452639,37.5692118
US Kansas Woodson,-95.7517113,37.8811369
US Kansas Wyandotte,-94.767624,39.1090458
US Kentucky ,-85.1551411,37.5726028
US Kentucky Adair,-86.8266569,37.9506102
US Kentucky Allen,-82.72860341,37.6097495
