Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Ecuador,ECU,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,4.699024972,4.671394206,4.625425305,4.568289343,4.509100575,4.451278104,4.411398109,4.370206395,4.327338647,4.28137892,4.232461459,4.203704634,4.170931594,4.137815516,4.109194389,4.087580033,4.093874791,4.103457822,4.112456911,4.115647954,4.11098202,4.120545737,4.121484573,4.118037324,4.11496086,4.114973689,4.133915252,4.153487161,4.175036664,4.199684343,4.228567988,4.276152485,4.326179724,4.378875964,4.433903958,4.491425906,4.569042552,4.646063089,4.723994009,4.804625259,4.889425014,4.980360702,5.074575084,5.17389424,5.280064088,5.39441815,5.50784444,5.628089336,5.752160244,5.875200279,5.99569639,6.10117474,6.201930568,6.310002487,6.440793037,6.602452995,6.763805433,6.951140342,7.157289727,7.372199367,
"Egypt, Arab Rep.",EGY,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,3.797762271,3.833490151,3.875544531,3.92113187,3.964270384,4.003148291,4.043252363,4.076257833,4.105471809,4.136674035,4.17291609,4.215110426,4.259844129,4.304670295,4.34476943,4.377640882,4.41516861,4.442214871,4.461306274,4.475603973,4.486737568,4.502326379,4.514233158,4.524129132,4.533557569,4.54395172,4.555414556,4.564805536,4.573676939,4.58493939,4.60093374,4.635963271,4.673834853,4.712740465,4.749157569,4.781434489,4.830057104,4.864528549,4.888075304,4.90458863,4.915904784,4.927532257,4.936172452,4.937628334,4.924366884,4.895062626,4.878785339,4.843675091,4.80586946,4.785867588,4.792961342,4.8503647,4.919695269,4.991253514,5.053404903,5.102212296,5.146599938,5.187931958,5.229779346,5.276332976,
Euro area,EMU,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,10.19602581,10.33492978,10.47297279,10.61315461,10.75771701,10.91143503,11.1098766,11.30891368,11.50826824,11.70748693,11.89992413,12.11171514,12.30276761,12.47680944,12.6397276,12.79228506,13.0078229,13.22015909,13.40147412,13.50885555,13.52146853,13.49295502,13.36741014,13.2034207,13.08502834,13.06124767,13.17257668,13.36398353,13.60660669,13.85454292,14.08045868,14.32846106,14.5565637,14.76813441,14.96969165,15.16709488,15.4095963,15.633975,15.85109566,16.07429957,16.31106761,16.5444686,16.78750908,17.0294874,17.25100762,17.4427421,17.64491534,17.81103254,17.96473478,18.13984782,18.35928911,18.59475854,18.87955818,19.19699614,19.52049007,19.8339057,20.10004217,20.35286712,20.59963208,20.85628798,
Eritrea,ERI,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,2.761242172,2.74278835,2.723939779,2.702658024,2.674932635,2.639896393,2.63624218,2.62603879,2.611144866,2.593245322,2.573563346,2.576278081,2.575828804,2.57248232,2.566491551,2.558921351,2.574330981,2.585164801,2.592424466,2.596649879,2.598568376,2.617674599,2.631445708,2.64170684,2.649841623,2.656570541,2.685546355,2.709852582,2.730319523,2.74998308,2.771164938,2.878406677,2.990614796,3.108156521,3.23075328,3.358736098,3.459378346,3.559573046,3.657579295,3.749298853,3.829758648,3.847102945,3.846746025,3.836102874,3.824247565,3.815635349,3.863916346,3.905643049,3.94128992,3.971896715,4.000082008,4.083856362,,,,,,,,,
Spain,ESP,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,8.212947322,8.311815571,8.40718873,8.505066257,8.6138528,8.740508967,8.913805654,9.09768196,9.285591645,9.467190796,9.636489752,9.790756048,9.919815335,10.03453977,10.14729134,10.26469954,10.43660965,10.61463095,10.79043269,10.95027899,11.08958105,11.23423614,11.3632109,11.49407899,11.65089284,11.84862057,12.11471152,12.403274,12.71434248,13.04473342,13.3904385,13.71442757,14.04297552,14.38004134,14.73084931,15.09854912,15.42743322,15.7750288,16.11791682,16.42156479,16.66692223,16.72322804,16.72216221,16.69140386,16.66895145,16.67802196,16.70025408,16.7403669,16.81064224,16.91562893,17.05418048,17.32905745,17.64279246,17.98088047,18.31927774,18.64683493,18.91054065,19.14584873,19.37850752,19.64782295,
Estonia,EST,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,10.54618641,10.64641255,10.73813968,10.83086748,10.93154738,11.0457565,11.20003494,11.35687458,11.51235846,11.65666037,11.78589651,11.95552051,12.08310998,12.18287687,12.27543785,12.37142618,12.46522591,12.56674677,12.64068026,12.63087955,12.51364078,12.39644526,12.17070135,11.89439078,11.64656455,11.47090121,11.42199792,11.41914285,11.46008743,11.54077172,11.66187296,12.02607641,12.43269225,12.856395,13.25550257,13.60116788,13.96374219,14.25387306,14.49832154,14.74409616,15.01773982,15.41434043,15.82034697,16.20792055,16.528585,16.75508687,16.99483386,17.15797711,17.27129791,17.38200107,17.5240466,17.73611537,17.98476222,18.26055182,18.54434895,18.82204018,19.05811578,19.31316745,19.62635685,19.99180778,
Ethiopia,ETH,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,2.640308157,2.631692354,2.613344964,2.5917508,2.574957714,2.56663708,2.595799141,2.629058332,2.661466821,2.686756657,2.702164066,2.735330319,2.757647075,2.771309621,2.779784737,2.785847844,2.867660973,2.951561656,3.039272355,3.1257895,3.203694231,3.179452569,3.141862977,3.098075924,3.055954095,3.018190358,3.055369537,3.094172154,3.128075273,3.15029733,3.159268011,3.154087841,3.136288534,3.113193319,3.095525746,3.090392026,3.094043445,3.103677695,3.112612131,3.112894325,3.101573543,3.109716759,3.11128877,3.109766993,3.109516961,3.113433994,3.149383369,3.185342136,3.222171147,3.260768985,3.301473287,3.335308817,3.368801434,3.400771465,3.429154599,3.453409216,3.472978538,3.487830499,3.501132998,3.516690455,
European Union,EUU,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,9.534525483,9.68631246,9.842605637,10.00379992,10.1691252,10.34216829,10.55389585,10.75817173,10.95994081,11.16421099,11.36772298,11.58938336,11.79556101,11.98821268,12.16948519,12.3385148,12.55921317,12.77455726,12.95590179,13.05955642,13.06455198,13.01678372,12.87019491,12.68562769,12.54874875,12.50930397,12.61854148,12.80554029,13.041668,13.28217153,13.50047548,13.74933547,13.97877704,14.18979028,14.38903579,14.58185961,14.82663485,15.05114475,15.26410846,15.47688113,15.69900536,15.93613059,16.17612882,16.40887559,16.61784569,16.79510183,16.98489083,17.13805072,17.27884126,17.44302937,17.65749689,17.9054015,18.20908965,18.55011937,18.90019468,19.2418986,19.56349351,19.86823436,20.16309796,20.4634673,
Fragile and conflict affected situations,FCS,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,3.032913407,3.058533811,3.072664207,3.076446396,3.071580164,3.05932645,3.080492186,3.092769842,3.096903385,3.093333256,3.082952151,3.103946491,3.117037634,3.122557474,3.120734226,3.112111901,3.126613752,3.132661694,3.132187267,3.127595834,3.120729335,3.140847249,3.154742439,3.162462308,3.163662067,3.158604965,3.176840626,3.187745196,3.192196325,3.190883207,3.178958872,3.193901636,3.203577896,3.209195577,3.212175131,3.213908882,3.224346469,3.228441982,3.22723329,3.221004475,3.210183182,3.215312632,3.214160256,3.207973462,3.198091869,3.185734902,3.199388281,3.208339112,3.212829043,3.212905229,3.209485843,3.224054445,3.233201089,3.239889527,3.247703228,3.258804403,3.296097623,3.333277387,3.370127173,3.406137513,
Finland,FIN,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,7.32805062,7.454384992,7.593596272,7.743951174,7.896815969,8.050303397,8.266895723,8.482156867,8.700847013,8.932233262,9.181339902,9.486151493,9.795789104,10.10134626,10.38986937,10.65384067,10.99803419,11.30974701,11.58673395,11.82417117,12.01939835,12.15055554,12.24694422,12.32589593,12.4117365,12.5222857,12.69295572,12.87604069,13.06639049,13.255189,13.4354118,13.64124225,13.82882798,13.99817697,14.14854377,14.28119332,14.43550772,14.58107601,14.72096002,14.85716759,14.99392631,15.20718196,15.41612463,15.62218235,15.82537384,16.02705267,16.19926969,16.35777074,16.5460746,16.82512015,17.22956691,17.73314029,18.34384471,19.0107818,19.65889401,20.24437697,20.79095435,21.2787526,21.72078755,22.14064462,
Fiji,FJI,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,2.163509801,2.146598273,2.148150783,2.157724282,2.162728447,2.161140423,2.177983392,2.191683693,2.205676033,2.226194026,2.253718097,2.300074299,2.34339884,2.385145938,2.42777429,2.474394148,2.51703239,2.54656558,2.562099698,2.566503374,2.563485055,2.62695059,2.688094811,2.737867562,2.767233466,2.775455727,2.834524706,2.877180538,2.906090493,2.923154208,2.930660346,2.962057435,2.984811994,3.000676854,3.013287461,3.020795048,3.097709546,3.178359504,3.258985424,3.337455026,3.415264499,3.537549529,3.659582193,3.789107877,3.932946959,4.094551633,4.237621849,4.383573111,4.531318573,4.676695129,4.818694189,4.909496681,4.974747679,5.009889003,5.00927344,4.972790392,5.137786724,5.292099118,5.449680413,5.624229594,
France,FRA,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,11.65107173,11.72141532,11.80290584,11.89648178,11.99719586,12.10426513,12.27155886,12.43716879,12.59432013,12.73481046,12.85476575,13.02612488,13.16087512,13.26983795,13.3697677,13.46842435,13.62928844,13.80133916,13.94401359,13.99241446,13.9162318,13.79377175,13.53851783,13.23709719,13.01244184,12.93072963,13.01350162,13.22477225,13.51253445,13.79733362,14.03602484,14.31419179,14.55105956,14.75823213,14.9575241,15.16028922,15.37353148,15.572091,15.75490254,15.91718512,16.05736946,16.16932618,16.27019756,16.35708921,16.42364183,16.47189967,16.51431046,16.52661993,16.54953904,16.64523871,16.85203118,17.13528377,17.51694086,17.96878792,18.43585687,18.88111529,19.28412493,19.66899677,20.03462475,20.39137028,
Faroe Islands,FRO,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,3.466325201,3.468170339,3.447547871,3.412137959,3.378378378,3.348842553,3.334440508,3.310423216,3.291772282,3.277080389,3.262940228,3.397119938,3.558181731,3.735346074,3.929229045,4.140793309,4.042820963,3.9299658,3.802387307,3.657274132,3.504730564,3.518820519,3.517407578,3.51362413,3.501412344,3.490191499,3.502644901,3.50859645,3.519052019,3.513826722,3.508790148,3.536498937,3.532927635,3.496126642,3.458455154,3.459531847,3.525632149,3.600663717,3.664239243,3.68432284,3.648907842,3.731350247,3.794263291,3.838130607,3.869636577,3.888663796,3.77713033,3.643100609,3.493234695,3.34935664,3.218314855,3.218946351,3.24383289,3.29286483,3.358896562,3.441847651,3.621104205,3.806780969,3.996803977,4.192768967,
Gabon,GAB,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,7.55917018,7.564467308,7.541556895,7.494880019,7.423770468,7.33030724,7.274006098,7.195804057,7.09710375,6.981092226,6.84898034,6.808377441,6.752121941,6.679509407,6.588346131,6.478249858,6.425441713,6.350563027,6.262453455,6.168981416,6.075079028,6.042331367,6.003429634,5.957954802,5.901517175,5.835271815,5.80849552,5.768612386,5.722289806,5.675151644,5.63271995,5.612313393,5.586492436,5.556051887,5.520333316,5.479719728,5.447479907,5.404621593,5.351430396,5.287510467,5.213455339,5.1403693,5.050861008,4.948206489,4.83330194,4.709075336,4.603356846,4.485204489,4.358660292,4.227026352,4.091765488,4.000391776,3.906366986,3.811078378,3.717061259,3.626611271,3.60585555,3.58461718,3.563907468,3.544727257,
United Kingdom,GBR,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,11.76737667,11.86180306,11.94647109,12.02702596,12.10812343,12.19675761,12.36396914,12.53800541,12.71088885,12.87569142,13.03192011,13.26872631,13.48354262,13.6817957,13.86917002,14.04791854,14.29200054,14.51625292,14.71152688,14.85861875,14.94726368,15.05434605,15.09092624,15.08922025,15.09549277,15.13590006,15.25854048,15.40843729,15.56061608,15.67955108,15.74880005,15.84687311,15.89695909,15.91050973,15.90389502,15.88814649,15.90657409,15.9104948,15.90668969,15.89957969,15.8931485,15.92926751,15.95941928,15.98652296,16.01128814,16.03562131,16.10982826,16.173237,16.25087817,16.37707729,16.56974443,16.80812942,17.10614123,17.4298656,17.72802939,17.97421008,18.15837456,18.29113504,18.39586567,18.50869564,
Georgia,GEO,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,8.641091213,8.445738292,8.231802483,8.018472101,7.827786555,7.672444892,7.656844243,7.665408442,7.690018414,7.7170525,7.740304014,7.899191242,8.030310648,8.146558884,8.269088518,8.409383625,8.601539854,8.812874993,9.015507363,9.166481466,9.246242352,9.239315392,9.16734921,9.059851154,8.956948047,8.884564653,8.885887106,8.899681539,8.950869552,9.078799622,9.309867904,9.740185535,10.2132966,10.69882128,11.14335367,11.52098162,11.91305141,12.23371717,12.48094701,12.69037014,12.93284767,13.27253403,13.668153,14.05597971,14.34156149,14.48379257,14.61947338,14.59921807,14.47610289,14.33763467,14.24086122,14.19141356,14.18314385,14.21122479,14.26697967,14.34892499,14.49810108,14.67352639,14.86549143,15.06105563,
Ghana,GHA,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,2.344937553,2.356732588,2.367571926,2.37618142,2.380512546,2.380691812,2.408828556,2.429789582,2.444660211,2.455101311,2.462138665,2.48831972,2.50910356,2.525492028,2.538171713,2.548341439,2.585231242,2.615720798,2.640407068,2.659145306,2.671996206,2.694679348,2.711174092,2.722989635,2.731712783,2.7385998,2.760808964,2.77844168,2.792147611,2.802456002,2.810249886,2.830075713,2.846185631,2.859450672,2.870349942,2.879701179,2.89194626,2.896959264,2.895720884,2.889127302,2.878059777,2.876358106,2.869698046,2.858546761,2.842439916,2.822072441,2.827804838,2.826778987,2.824418362,2.827122156,2.838001666,2.873618544,2.91324777,2.951997443,2.982856638,3.003791311,3.030695411,3.049805358,3.068898007,3.097322178,
Gibraltar,GIB,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,3.443314878,3.41516836,3.367226657,3.303666438,3.230613322,3.150980941,3.157250408,3.153548049,3.139254259,3.113181217,3.075864011,3.110263172,3.13009989,3.13738351,3.134562831,3.123252156,3.178006344,3.22123487,3.252143172,3.269715912,3.273983949,3.323472027,3.361655376,3.38910334,3.40600207,3.412944079,3.449432961,3.477446363,3.497826823,3.511161375,3.518546009,3.544470729,3.563172216,3.575033572,3.579901812,3.578025001,3.564613757,3.541038165,3.509345954,3.471544654,3.429404919,3.401951342,3.363819133,3.315867888,3.25872031,3.192803269,3.179912812,3.160841347,3.133417368,3.094244159,3.04295177,3.01618775,2.977479131,2.935723606,2.901466436,2.879727658,2.889926753,2.906819538,2.926022448,2.94190559,
"Gambia, The",GMB,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,2.177801763,2.193880976,2.202456475,2.201521511,2.189585643,2.167256002,2.184953235,2.189724562,2.184435583,2.169191628,2.14616395,2.171648721,2.189973722,2.201083101,2.204678061,2.200641136,2.229811493,2.251208048,2.265579948,2.273464252,2.275102551,2.289002538,2.298436986,2.307344055,2.320399507,2.337827986,2.351901733,2.36443516,2.374851736,2.380642942,2.383127545,2.413282118,2.437820872,2.457906872,2.473743662,2.487295926,2.510456657,2.530057658,2.545058051,2.556585728,2.565449119,2.582138913,2.592181938,2.597996448,2.602091376,2.606201429,2.624093198,2.63756153,2.64703706,2.653827346,2.658214718,2.669646949,2.677147085,2.678549604,2.670794381,2.653629678,2.639060534,2.6168882,2.589980939,2.560925431,
Guinea-Bissau,GNB,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,3.522598907,3.570390567,3.614026774,3.64812578,3.665559385,3.663491282,3.676361242,3.67523015,3.669286571,3.670384615,3.684574126,3.744758924,3.807525497,3.868807904,3.924247104,3.972641905,4.038181721,4.070428138,4.062465194,4.004770719,3.889202318,3.880419145,3.849926888,3.799534333,3.733924133,3.656311951,3.609098711,3.554079193,3.491042769,3.42066912,3.344027906,3.310202682,3.267310237,3.216720352,3.159199734,3.095272644,3.073099197,3.046242417,3.013329337,2.971801779,2.922498192,2.898119641,2.864834314,2.827698793,2.791566298,2.759028351,2.754683754,2.751953005,2.745940387,2.731007918,2.706622032,2.700722782,2.685081861,2.66821578,2.661960238,2.671422207,2.717850495,2.771552585,2.823716336,2.863260455,
Equatorial Guinea,GNQ,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,5.688649724,5.684509894,5.654052529,5.604887218,5.537695201,5.456387984,5.404823884,5.332944926,5.249939047,5.167434211,5.095367489,5.143786432,5.178565877,5.189341824,5.157823841,5.05629398,5.088682943,5.079370323,5.033419838,4.944623523,4.809765974,4.686920802,4.585602361,4.506401563,4.44877425,4.423801112,4.371001266,4.329196488,4.294854429,4.259259259,4.222926229,4.188950983,4.138029718,4.079440252,4.021306706,3.966439062,3.903825315,3.839801663,3.774449768,3.705760008,3.633733159,3.564067086,3.490971834,3.417246281,3.343194565,3.270561081,3.193005446,3.117853879,3.042261047,2.965176315,2.886697137,2.810651637,2.730822903,2.653721202,2.587507362,2.535496437,2.508352672,2.483752007,2.457877347,2.424508808,
Greece,GRC,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,7.046823105,7.165319241,7.300938763,7.450453756,7.603901799,7.757450743,8.182570202,8.625860838,9.095637474,9.609815887,10.17872422,10.45896849,10.75070369,11.04167668,11.31251707,11.55470577,11.79483095,12.00575517,12.18790234,12.34178592,12.46842994,12.530349,12.58380645,12.63563512,12.69036741,12.74983603,12.81288819,12.90515732,13.05289629,13.27271333,13.56309491,13.76150533,13.97705388,14.21666319,14.48592191,14.78519898,15.10994918,15.45025942,15.7971913,16.13405998,16.4504863,16.81764993,17.16233818,17.47047211,17.72300327,17.91311749,18.22252528,18.45142036,18.64263038,18.86250291,19.1518233,19.39703275,19.72401767,20.10187608,20.47727898,20.82100424,21.12995676,21.3993538,21.65527208,21.94147013,
Grenada,GRD,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,4.959302584,4.974432534,5.005190087,5.02713755,5.031713821,5.019231582,5.064571176,5.118922332,5.180823159,5.246600794,5.308282614,5.549718216,5.752104104,5.925119303,6.09178998,6.266352412,6.431265373,6.617753001,6.812493687,7.002257336,7.155854075,7.05795358,6.914585168,6.732000958,6.525381561,6.298401137,6.455669671,6.674644998,6.990419894,7.423342,7.96628292,7.922454904,7.899963979,7.860124198,7.790482325,7.691847479,7.80388313,7.914972383,8.066966605,8.276710403,8.533252944,8.612189949,8.690198198,8.760155762,8.803319693,8.827547988,8.956191093,9.096872326,9.273061751,9.504768927,9.795449625,9.738192442,9.698825457,9.666266063,9.627922352,9.584941468,9.603576967,9.603694284,9.621906796,9.677419355,
Greenland,GRL,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,2.630839611,2.6610746,2.685065282,2.704661724,2.723304316,2.742090093,2.776516097,2.809280843,2.836500763,2.853419771,2.858999408,2.87413848,2.879240443,2.878255984,2.876270976,2.8767458,2.899936265,2.92288127,2.943016534,2.958467636,2.969330918,2.995022559,3.016910001,3.037678886,3.06137204,3.090839144,3.141799283,3.195410915,3.250489818,3.305642307,3.360279401,3.438307672,3.509455177,3.573609083,3.631864072,3.68501134,3.755332416,3.823557992,3.886639072,3.940519898,3.983994841,4.033116796,4.072923178,4.105850992,4.135876392,4.165614185,4.187154741,4.212870248,4.24056012,4.266630195,4.290492882,4.324467227,4.353165927,4.385894268,4.435273081,4.507320106,4.592254175,4.696319296,4.812072508,4.928984331,
Guam,GUM,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,1.633154535,1.640909625,1.650767197,1.663720787,1.690599718,1.709207537,1.721774773,1.732054487,1.746512585,1.763773769,1.769257365,1.865245083,1.970612077,2.081284092,2.208433194,2.335247236,2.422812811,2.517516953,2.628726287,2.753230431,2.884772358,2.966615016,3.049418765,3.153444283,3.277437018,3.417630306,3.515834675,3.608133269,3.709704587,3.830711563,3.97066262,4.114317375,4.254089486,4.394283998,4.525846977,4.650971071,4.794677833,4.92604938,5.05723123,5.197690204,5.353153629,5.579887597,5.810047335,6.036762048,6.2371522,6.410903903,6.583127427,6.728487161,6.871400186,7.047215907,7.265873912,7.544523207,7.856446411,8.191039044,8.528966065,8.865451984,9.186197078,9.512968633,9.849910719,10.18984542,
Guyana,GUY,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,3.405972869,3.407922291,3.417534658,3.436212505,3.456952708,3.464044868,3.456775632,3.451842141,3.464860248,3.490790448,3.505576409,3.520325522,3.529617092,3.553970594,3.594105553,3.624901286,3.635852492,3.641149806,3.667456582,3.714634643,3.756699006,3.766891978,3.79880345,3.889091441,4.010737611,4.094310357,3.993218618,3.879606257,3.82474132,3.855898389,3.93564453,3.975155613,3.977146735,3.951234777,3.913579726,3.873945705,3.926681958,3.973772049,4.012189265,4.043490904,4.076387912,4.204340813,4.342035127,4.472027517,4.570512124,4.622850503,4.627229035,4.602973446,4.574748566,4.574318125,4.617205472,4.801682916,5.019069392,5.257314447,5.501323063,5.742788938,5.972894909,6.207125185,6.450271243,6.711584305,
High income,HIC,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,8.599828214,8.694421582,8.793464601,8.893277349,8.994919627,9.100191795,9.243614085,9.385565313,9.527181794,9.66157176,9.795608455,9.959827783,10.11215872,10.25763299,10.39498825,10.5304905,10.71094332,10.89132071,11.05941269,11.18949096,11.27035205,11.31964585,11.31281157,11.2853679,11.28420221,11.3350416,11.45819411,11.61896563,11.8037286,11.98954503,12.16348876,12.34543494,12.53367634,12.68768154,12.83228608,12.95373827,13.10965012,13.25422632,13.39227885,13.52978864,13.67089987,13.83193739,13.99421257,14.15649548,14.31127208,14.45878748,14.6149264,14.75822967,14.90576228,15.0870862,15.32083714,15.58257605,15.89537756,16.24175443,16.59612602,16.94600379,17.28421164,17.61067268,17.93278423,18.26447859,
"Hong Kong SAR, China",HKG,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,2.728418772,2.796181852,2.87112741,2.951207595,3.032106251,3.11410871,3.276360708,3.449646619,3.632022394,3.830675311,4.056848096,4.323462879,4.599168084,4.879520847,5.171475866,5.484758093,5.633751054,5.808844654,6.004194894,6.209134283,6.418146618,6.642936291,6.85389993,7.04552985,7.225972231,7.412017578,7.682052135,7.963778466,8.253801109,8.548541666,8.848489631,9.068597321,9.291359769,9.526622488,9.779274244,10.04561467,10.2478747,10.45227393,10.65039508,10.83665289,11.01342698,11.30469279,11.59294366,11.86195263,12.08399473,12.24639837,12.40063334,12.48351064,12.55106357,12.68822273,12.94717406,13.23949311,13.65092592,14.14538585,14.66660686,15.18638474,15.75198984,16.30646719,16.87504833,17.49825246,
Honduras,HND,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,3.235404919,3.245072884,3.253547543,3.256681993,3.250107015,3.230968259,3.24158948,3.241413843,3.233808211,3.221860897,3.207990418,3.214512014,3.21871488,3.221062793,3.222500759,3.223496497,3.24528743,3.265395599,3.27934889,3.281338756,3.269953149,3.26091857,3.242461592,3.222116798,3.209470355,3.209503217,3.23381635,3.26693106,3.304045478,3.338981312,3.369037171,3.401959483,3.429438375,3.454667534,3.481246936,3.510921501,3.545068444,3.578924455,3.612690233,3.646232518,3.679909785,3.70403228,3.73153574,3.760793739,3.78909489,3.816135842,3.845003169,3.871746214,3.900322706,3.935809785,3.98136693,4.029633976,4.085610746,4.152743399,4.234126868,4.331259061,4.440514541,4.56082731,4.690617659,4.828189524,
Heavily indebted poor countries (HIPC),HPC,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,2.945050816,2.951128816,2.949175976,2.940903199,2.928326065,2.912650446,2.928927961,2.940217258,2.946325902,2.946684466,2.941478356,2.96074925,2.97277447,2.978396275,2.978393261,2.973384321,2.995014243,3.010843693,3.021778666,3.028095285,3.029948353,3.03684547,3.036347232,3.030159607,3.019780275,3.005796838,3.020919352,3.03196617,3.038587876,3.040158147,3.036596866,3.04307953,3.043611037,3.040072914,3.035143738,3.030958383,3.033732583,3.033044359,3.028282678,3.01757587,2.999942584,2.993968911,2.980951981,2.963334362,2.943748892,2.923827482,2.929161829,2.93181676,2.932009721,2.929768903,2.925601986,2.937176446,2.946021916,2.953226184,2.959772837,2.966523469,2.988462689,3.008732529,3.028409238,3.048539111,
Croatia,HRV,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,6.93072495,7.096288623,7.286058003,7.493279484,7.705178272,7.916819033,8.203817399,8.480781467,8.755932865,9.040177406,9.338303935,9.690379076,10.03745407,10.36912195,10.67136906,10.93567084,11.17172653,11.38415665,11.55011208,11.62963641,11.60510903,11.4811057,11.25086187,10.98210687,10.76632425,10.65478231,10.72056933,10.87102952,11.08473501,11.3262107,11.57570576,11.99005547,12.40720731,12.8284859,13.25519778,13.68535897,14.11741664,14.51279355,14.87855826,15.22709734,15.56570293,15.97397957,16.39776978,16.79349814,17.08889518,17.24753304,17.41255617,17.4403646,17.40749743,17.42662966,17.56023627,17.85465625,18.20121521,18.56143598,18.90646766,19.24588353,19.61568236,20.02239139,20.44543301,20.86013523,
Haiti,HTI,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,3.222526544,3.25636285,3.287591751,3.317304231,3.348615497,3.382532641,3.451509426,3.51862912,3.581700616,3.637419239,3.684506536,3.760146238,3.824339533,3.877323439,3.918592404,3.947040157,4.009240254,4.054663801,4.08499674,4.102053065,4.106767593,4.130346145,4.14090694,4.139534822,4.128408748,4.110237953,4.108594821,4.105008443,4.096905355,4.080661027,4.05587335,4.065440551,4.061237575,4.049264083,4.037057109,4.028237835,4.0482147,4.067253695,4.085542186,4.102436129,4.11812369,4.157504066,4.191634825,4.221096742,4.247051285,4.270056577,4.327493891,4.382060314,4.429341798,4.46261428,4.479822846,4.517658846,4.540183183,4.558915647,4.588743834,4.637614438,4.729680986,4.835433458,4.949403848,5.063669546,
Hungary,HUN,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,8.989186475,9.242309441,9.506678506,9.77919312,10.05303777,10.3213446,10.6181906,10.88146365,11.12190501,11.35288809,11.58283656,11.80813661,12.02385056,12.23798757,12.45973869,12.69186779,12.99707287,13.3037348,13.55170886,13.66192284,13.60059608,13.38900613,13.02895609,12.61778993,12.28883356,12.11862443,12.31753167,12.60892594,12.93929212,13.23626314,13.4572185,13.69364364,13.8833275,14.03446025,14.15653505,14.26042065,14.47575905,14.67705229,14.85522494,14.99766426,15.09719625,15.2625966,15.3663373,15.43722714,15.51400566,15.61873726,15.72013275,15.83802276,15.9524141,16.03860418,16.09239909,16.35132704,16.5823564,16.81924904,17.10766486,17.46880191,18.00234287,18.57786108,19.15772538,19.69445761,
